_id,precio_venta,area,habitaciones,banos,administracion,parqueaderos,sector,estrato,antiguedad,estado,precio_arriendo,vigilancia,localidad,is_cerca_estacion_tm,is_cerca_parque
66d86c82ceda690e85508bc6,900000000.0,194.0,3,5,895000,2,CERROS DE SUBA,5,MAS DE 20 ANOS,USADO,4900000.0,1,SUBA,1,0
66d86c83ceda690e85508d8d,245000000.0,54.0,3,2,189400,0,ANTONIO NARINO,3,ENTRE 10 Y 20 ANOS,USADO,850000.0,1,ANTONIO NARINO,0,1
66d86c85ceda690e85508f43,1500000000.0,190.0,3,4,1645000,4,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,7500000.0,1,CHAPINERO,0,1
66d86c85ceda690e85508f9a,1750000000.0,220.0,3,5,,4,COUNTRY,5,ENTRE 10 Y 20 ANOS,USADO,5500000.0,1,USAQUEN,0,0
66d86c86ceda690e85509056,2600000000.0,330.0,4,4,1950000,2,COUNTRY,5,ENTRE 10 Y 20 ANOS,USADO,8000000.0,1,USAQUEN,0,0
66d86c86ceda690e85509070,430000000.0,59.1,2,2,606500,1,SANTA BARBARA,4,ENTRE 10 Y 20 ANOS,USADO,3600000.0,0,USAQUEN,0,0
66d86c87ceda690e85509164,2990000000.0,300.0,3,4,2430000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,17000000.0,1,CHAPINERO,0,0
66d86c88ceda690e85509267,1690000000.0,170.0,2,2,1460000,2,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,7500000.0,1,CHAPINERO,0,1
66d86c89ceda690e855093bf,520000000.0,107.0,2,2,560000,2,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,3000000.0,1,USAQUEN,0,0
66d86c89ceda690e855093d8,1100000000.0,147.0,3,4,1000000,2,COUNTRY,6,ENTRE 10 Y 20 ANOS,USADO,5800000.0,0,USAQUEN,0,0
66d86c8aceda690e855093f7,450000000.0,71.0,2,2,494000,2,COUNTRY,5,MAS DE 20 ANOS,USADO,1390000.0,1,USAQUEN,0,0
66d86c8aceda690e85509408,2392000000.0,184.0,2,4,900000,2,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,7000000.0,1,CHAPINERO,1,1
66d86c8bceda690e85509543,1750000000.0,220.0,3,4,,4,COUNTRY,5,ENTRE 10 Y 20 ANOS,USADO,7500000.0,1,USAQUEN,0,0
66d86c8cceda690e85509640,5800000000.0,482.0,4,5,3900000,4,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,23000000.0,1,CHAPINERO,0,1
66d86c8cceda690e85509641,4500000000.0,449.0,4,5,2500000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,25000000.0,1,CHAPINERO,0,0
66d86c8dceda690e85509755,670000000.0,90.0,4,3,210000,1,CHICO,5,ENTRE 10 Y 20 ANOS,USADO,5800000.0,1,CHAPINERO,1,1
66d86c8eceda690e85509762,2300000000.0,250.0,3,5,1500000,4,COUNTRY,6,ENTRE 5 Y 10 ANOS,USADO,12000000.0,1,USAQUEN,0,0
66d86c8eceda690e85509813,1950000000.0,289.0,4,5,1199400,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,9150000.0,0,CHAPINERO,1,1
66d86c8fceda690e8550985e,5500000000.0,437.0,4,5,5000000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,20000000.0,1,CHAPINERO,0,0
66d86c8fceda690e85509865,1350000000.0,176.0,2,3,1780000,2,CHICO,6,MAS DE 20 ANOS,USADO,7000000.0,1,CHAPINERO,1,1
66d86c92ceda690e85509a9c,920000000.0,167.0,3,2,1600000,2,CHICO,6,MAS DE 20 ANOS,USADO,1500000.0,1,CHAPINERO,0,0
66d86c92ceda690e85509b12,510000000.0,91.0,3,3,,1,NIZA ALHAMBRA,5,MAS DE 20 ANOS,USADO,2011000.0,1,SUBA,0,0
66d86c93ceda690e85509b7f,799000000.0,137.0,3,4,800000,3,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,5800000.0,0,USAQUEN,0,0
66d86c94ceda690e85509c21,2400000000.0,299.0,4,4,2100000,4,CHAPINERO ALTO,6,MAS DE 20 ANOS,USADO,10000000.0,1,CHAPINERO,0,1
66d86c95ceda690e85509d17,1900000000.0,192.0,3,4,1500000,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,10000000.0,1,CHAPINERO,0,1
66d86c95ceda690e85509d27,2070000000.0,195.0,3,4,1810000,2,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,11000000.0,1,CHAPINERO,0,0
66d86c95ceda690e85509d3c,5500000000.0,425.0,5,5,3900000,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,26100000.0,0,CHAPINERO,0,0
66d86c97ceda690e85509e61,2300000000.0,196.0,3,5,1178000,3,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,11000000.0,1,CHAPINERO,0,0
66d86c99ceda690e8550a03a,4975000000.0,364.0,5,5,3160000,4,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,20000000.0,1,CHAPINERO,0,1
66d86c99ceda690e8550a03b,5950000000.0,422.0,4,5,2800000,4,CHICO,6,MAS DE 20 ANOS,USADO,15000000.0,1,CHAPINERO,0,0
66d86c9aceda690e8550a03c,1600000000.0,230.0,3,4,1300000,2,CHICO,6,MAS DE 20 ANOS,USADO,8000000.0,0,CHAPINERO,0,0
66d86c9aceda690e8550a03d,1700000000.0,179.0,3,5,1300000,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,8000000.0,0,CHAPINERO,0,0
66d86c9aceda690e8550a03f,5500000000.0,456.0,4,5,3400000,3,CHICO,6,MAS DE 20 ANOS,USADO,20000000.0,0,CHAPINERO,0,0
66d86c9aceda690e8550a040,1850000000.0,265.0,3,3,1400000,2,CHICO,6,REMODELADO,USADO,9000000.0,1,CHAPINERO,0,0
66d86c9bceda690e8550a11a,260000000.0,62.0,3,2,,1,ENGATIVA,4,ENTRE 10 Y 20 ANOS,USADO,1400000.0,1,ENGATIVA,0,0
66d86c9bceda690e8550a129,1400000000.0,260.0,4,5,,2,SANTA BARBARA,6,ENTRE 0 Y 5 ANOS,USADO,7500000.0,0,USAQUEN,0,0
66d86c9cceda690e8550a1a9,2400000000.0,198.0,3,5,2000000,3,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,14000000.0,1,CHAPINERO,0,0
66d86c9eceda690e8550a2cc,2200000000.0,213.0,3,5,2324000,4,SANTA BARBARA,6,ENTRE 10 Y 20 ANOS,USADO,2200000000.0,0,USAQUEN,0,0
66d86c9eceda690e8550a2fb,3100000000.0,310.0,3,5,1100000,3,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,USADO,16000000.0,1,USAQUEN,0,0
66d86c9eceda690e8550a339,620000000.0,90.0,2,2,952000,1,CHICO,5,MAS DE 20 ANOS,USADO,3700000.0,0,CHAPINERO,0,1
66d86c9fceda690e8550a387,7110000000.0,395.0,3,5,2300000,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,30000000.0,1,CHAPINERO,0,0
66d86c9fceda690e8550a3d4,590000000.0,136.0,2,4,,2,SANTA BARBARA,6,ENTRE 10 Y 20 ANOS,USADO,6500000.0,0,USAQUEN,0,1
66d86c9fceda690e8550a3d5,960000000.0,138.0,3,4,950000,3,SANTA BARBARA,5,ENTRE 0 Y 5 ANOS,USADO,3950000.0,0,USAQUEN,0,0
66d86ca1ceda690e8550a501,2000000000.0,335.0,3,4,,3,CHICO,6,MAS DE 20 ANOS,USADO,11000000.0,1,CHAPINERO,0,1
66d86ca2ceda690e8550a582,2800000000.0,361.0,2,5,1700000,3,CHICO,6,MAS DE 20 ANOS,USADO,14000000.0,0,CHAPINERO,0,0
66d86ca2ceda690e8550a5c7,2600000000.0,210.0,2,2,2800000,2,COUNTRY,6,ENTRE 10 Y 20 ANOS,USADO,12500000.0,1,USAQUEN,0,0
66d86ca3ceda690e8550a625,1030000000.0,147.0,3,3,488300,4,COLINA Y ALREDEDORES,5,ENTRE 5 Y 10 ANOS,USADO,4000000.0,0,SUBA,0,0
66d86ca4ceda690e8550a679,958000000.0,54.0,1,2,351000,1,CHICO,5,ENTRE 0 Y 5 ANOS,USADO,4500000.0,1,CHAPINERO,1,1
66d86ca4ceda690e8550a67c,2100000000.0,362.0,4,5,3600000,4,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,8000000.0,1,USAQUEN,0,0
66d86ca4ceda690e8550a6a9,11000000000.0,600.0,5,5,,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,35000000.0,0,CHAPINERO,0,1
66d86ca4ceda690e8550a6f2,2280000000.0,253.71,4,4,1500000,3,CHICO,6,MAS DE 20 ANOS,USADO,10000000.0,0,CHAPINERO,0,0
66d86ca5ceda690e8550a70e,2128000000.0,152.0,3,3,1500000,2,SANTA BARBARA,6,ENTRE 0 Y 5 ANOS,USADO,10000000.0,0,USAQUEN,0,0
66d86ca7ceda690e8550a82e,4500000000.0,374.0,4,5,2200000,4,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,18000000.0,1,USAQUEN,0,0
66d86ca7ceda690e8550a874,2000000000.0,180.0,2,4,950000,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,15000000.0,1,CHAPINERO,0,0
66d86ca7ceda690e8550a877,1500000000.0,224.0,3,4,1360000,3,CHICO,6,MAS DE 20 ANOS,USADO,5540000.0,1,CHAPINERO,0,0
66d86ca7ceda690e8550a890,1800000000.0,160.0,3,3,1360000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,8000000.0,0,CHAPINERO,0,0
66d86ca7ceda690e8550a892,3000000000.0,243.0,3,4,1974000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,14000000.0,0,CHAPINERO,0,0
66d86ca8ceda690e8550a8ea,1400000000.0,152.0,3,4,1500000,2,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,8000000.0,1,CHAPINERO,0,1
66d86ca8ceda690e8550a91f,3000000000.0,292.0,3,3,1650000,0,SANTA BARBARA,5,ENTRE 0 Y 5 ANOS,USADO,3000000.0,0,USAQUEN,0,1
66d86ca9ceda690e8550a958,2200000000.0,235.0,3,4,950000,1,CHICO,6,MAS DE 20 ANOS,USADO,13000000.0,1,CHAPINERO,1,1
66d86caaceda690e8550a9e5,4100000000.0,300.0,3,4,1316000,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,17000000.0,1,CHAPINERO,0,1
66d86caaceda690e8550aa15,1850000000.0,206.0,3,4,1100000,2,SANTA BARBARA,6,ENTRE 10 Y 20 ANOS,USADO,8000000.0,1,USAQUEN,0,0
66d86cabceda690e8550aa91,3150000000.0,290.0,3,5,2200000,4,CHICO,6,REMODELADO,USADO,15500000.0,1,CHAPINERO,0,0
66d86cabceda690e8550aa94,2700000000.0,245.0,3,5,1550000,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,14000000.0,1,CHAPINERO,0,1
66d86cabceda690e8550aa99,2500000000.0,263.0,3,5,1300000,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,15000000.0,1,CHAPINERO,1,1
66d86cabceda690e8550aaa4,5800000000.0,477.0,4,5,4200000,4,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,25000000.0,1,CHAPINERO,0,1
66d86cabceda690e8550aaa6,2800000000.0,260.0,3,5,1600000,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,12000000.0,1,CHAPINERO,0,1
66d86cadceda690e8550abc6,4500000000.0,400.0,4,5,2400000,4,COUNTRY,6,ENTRE 10 Y 20 ANOS,USADO,20600000.0,1,USAQUEN,0,0
66d86caeceda690e8550ac5f,1650000000.0,165.0,3,4,1100000,3,CHAPINERO ALTO,4,ENTRE 5 Y 10 ANOS,USADO,8000000000.0,1,CHAPINERO,0,1
66d86cafceda690e8550aca4,1550000000.0,230.0,3,5,890000,2,CHICO,6,,USADO,12000000.0,0,CHAPINERO,0,0
66d86cafceda690e8550acdb,570000000.0,58.0,1,2,,1,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,3600000.0,0,CHAPINERO,1,1
66d86cb2ceda690e8550ae51,1700000000.0,180.0,4,4,1000000,3,SANTA BARBARA,5,ENTRE 10 Y 20 ANOS,USADO,11500000.0,0,USAQUEN,0,0
66d86cb3ceda690e8550ae9c,1350000000.0,156.0,3,5,1300000,2,SANTA BARBARA,5,ENTRE 5 Y 10 ANOS,USADO,5500000.0,0,USAQUEN,0,0
66d86cb5ceda690e8550afbd,1600000000.0,182.0,3,5,,2,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,USADO,9000000.0,0,USAQUEN,0,0
66d86cb6ceda690e8550b01b,3300000000.0,300.0,3,5,1500000,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,17000000.0,1,CHAPINERO,0,0
66d86cb7ceda690e8550b089,4200000000.0,253.0,3,5,2000000,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,18000000.0,1,CHAPINERO,0,0
66d86cb7ceda690e8550b08c,1100000000.0,109.0,1,2,660000,2,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,5200000.0,0,CHAPINERO,0,0
66d86cb7ceda690e8550b0fe,750000000.0,67.8,1,2,500000,1,SANTA BARBARA,6,ENTRE 0 Y 5 ANOS,USADO,3500000.0,0,USAQUEN,0,0
66d86cb7ceda690e8550b100,4000000000.0,247.0,3,4,,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,19600000.0,0,CHAPINERO,0,1
66d86cb8ceda690e8550b140,3046810000.0,235.0,3,4,2500000,3,SANTA BARBARA,6,ENTRE 10 Y 20 ANOS,USADO,16500000.0,0,USAQUEN,0,0
66d86cb8ceda690e8550b170,490000000.0,65.0,2,2,538000,1,SANTA BARBARA,5,ENTRE 5 Y 10 ANOS,USADO,3300000.0,0,USAQUEN,1,0
66d86cbdceda690e8550b386,2500000000.0,255.0,3,5,1200000,3,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,11300000.0,1,CHAPINERO,0,0
66d86cbdceda690e8550b3a8,2850000000.0,309.0,4,5,2500000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,15000000.0,1,CHAPINERO,0,0
66d86cbeceda690e8550b3fa,6000000000.0,500.0,3,5,2000000,4,SANTA BARBARA,6,REMODELADO,USADO,25000000.0,1,USAQUEN,0,0
66d86cbeceda690e8550b407,2250000000.0,210.0,4,5,1000000,4,CHAPINERO ALTO,4,ENTRE 0 Y 5 ANOS,USADO,13000000.0,1,CHAPINERO,0,1
66d86cbeceda690e8550b40b,4100000000.0,300.0,3,5,2000000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,19500000.0,1,CHAPINERO,0,1
66d86cbfceda690e8550b462,3100000000.0,240.0,3,5,1200000,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,15000000.0,0,CHAPINERO,0,1
66d86cbfceda690e8550b474,3500000000.0,270.0,3,5,1500000,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,17000000.0,1,CHAPINERO,0,1
66d86cbfceda690e8550b47d,1155000000.0,155.0,2,3,,2,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,9500000.0,0,CHAPINERO,1,1
66d86cbfceda690e8550b48d,400000000.0,79.0,2,2,500000,1,NIZA ALHAMBRA,5,MAS DE 20 ANOS,USADO,2000000.0,0,SUBA,0,0
66d86cbfceda690e8550b49a,2950000000.0,287.0,3,5,2000000,3,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,16000000.0,1,CHAPINERO,0,0
66d86cbfceda690e8550b4b5,3750000000.0,0.0,5,5,339000,4,COUNTRY,2,ENTRE 10 Y 20 ANOS,USADO,21000000.0,1,USAQUEN,0,0
66d86cc1ceda690e8550b561,1450000000.0,167.0,3,5,906000,2,CEDRITOS,6,ENTRE 10 Y 20 ANOS,USADO,7000000.0,1,USAQUEN,0,0
66d86cc1ceda690e8550b58c,2900000000.0,250.0,3,5,1500000,3,CHICO,6,REMODELADO,USADO,16000000.0,1,CHAPINERO,0,1
66d86cc1ceda690e8550b599,3250000000.0,504.37,4,5,2500000,4,SANTA BARBARA,6,MAS DE 20 ANOS,USADO,20000000.0,0,USAQUEN,0,0
66d86cc1ceda690e8550b5ae,3500000000.0,350.0,4,5,2000000,4,SANTA BARBARA,6,ENTRE 10 Y 20 ANOS,USADO,18000000000.0,1,USAQUEN,0,0
66d86cc2ceda690e8550b5b0,3000000000.0,354.0,4,5,1400000,4,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,15000000.0,1,CHAPINERO,0,0
66d86cc2ceda690e8550b5b1,2750000000.0,280.0,4,5,2000000,3,CHICO,6,REMODELADO,USADO,12000000.0,1,CHAPINERO,0,1
66d86cc2ceda690e8550b5ec,3500000000.0,359.0,4,5,1800000,2,CHICO,6,REMODELADO,USADO,23000000.0,0,CHAPINERO,0,1
66d86cc2ceda690e8550b5f0,3700000000.0,325.0,4,5,2350000,3,CHICO,6,REMODELADO,USADO,18000000.0,1,CHAPINERO,0,0
66d86cc2ceda690e8550b5f7,2700000000.0,326.0,3,4,2140000,4,CHICO,6,MAS DE 20 ANOS,USADO,12000000.0,1,CHAPINERO,0,1
66d86cc3ceda690e8550b642,1790000000.0,323.0,4,5,1300000,3,COUNTRY,6,ENTRE 10 Y 20 ANOS,USADO,8000000.0,0,USAQUEN,0,0
66d86cc3ceda690e8550b651,1200000000.0,170.0,3,3,,3,CHAPINERO ALTO,4,ENTRE 5 Y 10 ANOS,USADO,6500000.0,1,CHAPINERO,0,1
66d86cc3ceda690e8550b68e,2350000000.0,318.0,4,4,,3,CHICO,6,MAS DE 20 ANOS,USADO,13000000.0,0,CHAPINERO,0,0
66d86cc4ceda690e8550b6b9,1250000000.0,175.0,4,3,1200000,2,COUNTRY,6,MAS DE 20 ANOS,USADO,6800000.0,0,USAQUEN,0,0
66d86cc4ceda690e8550b6d1,1280000000.0,225.0,3,4,850000,3,COUNTRY,6,MAS DE 20 ANOS,USADO,6000000.0,0,USAQUEN,0,0
66d86cc4ceda690e8550b6d3,4360000000.0,348.0,3,5,2450000,3,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,22000000.0,0,CHAPINERO,0,0
66d86cc5ceda690e8550b72d,3100000000.0,326.0,3,3,2000000,4,CHICO,6,REMODELADO,USADO,15000000.0,1,CHAPINERO,0,1
66d86cc5ceda690e8550b731,2400000000.0,374.0,3,5,1680000,3,SANTA BARBARA,6,ENTRE 10 Y 20 ANOS,USADO,10000000.0,0,USAQUEN,0,0
66d86cc5ceda690e8550b734,3970000000.0,250.0,3,4,,3,CHICO,6,REMODELADO,USADO,23600000.0,1,CHAPINERO,0,0
66d86cc5ceda690e8550b769,1200000000.0,153.0,3,5,1000000,2,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,USADO,5500000.0,1,USAQUEN,1,0
66d86cc6ceda690e8550b773,1900000000.0,180.0,3,5,1200000,3,CHICO,5,ENTRE 0 Y 5 ANOS,USADO,10000000.0,1,CHAPINERO,0,0
66d86cc6ceda690e8550b78b,2650000000.0,244.0,3,5,1550000,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,11000000.0,1,CHAPINERO,0,0
66d86cc6ceda690e8550b794,3077000000.0,280.0,3,5,2467000,3,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,15000000.0,1,CHAPINERO,0,0
66d86cc8ceda690e8550b84f,1800000000.0,289.0,3,4,2200000,3,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,8000000.0,1,CHAPINERO,0,0
66d86cc8ceda690e8550b854,1500000000.0,229.0,2,3,1300000,4,CHICO,6,MAS DE 20 ANOS,USADO,6500000.0,1,CHAPINERO,0,1
66d86cc8ceda690e8550b85f,2850000000.0,300.0,4,5,2000000,4,CHICO,6,MAS DE 20 ANOS,USADO,12000000.0,1,CHAPINERO,0,1
66d86cc8ceda690e8550b86c,2600000000.0,330.0,3,5,2356000,2,COUNTRY,6,ENTRE 5 Y 10 ANOS,USADO,12000000.0,0,USAQUEN,0,0
66d86cc8ceda690e8550b899,1400000000.0,181.0,3,4,1000000,3,COUNTRY,5,ENTRE 10 Y 20 ANOS,USADO,7000000.0,1,USAQUEN,0,1
66d86cc8ceda690e8550b89e,3950000000.0,290.0,3,5,1900000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,18000000.0,1,CHAPINERO,0,1
66d86cc9ceda690e8550b8d4,2950000000.0,276.0,3,5,1165000,3,CHICO,6,REMODELADO,USADO,13500000.0,1,CHAPINERO,0,1
66d86cc9ceda690e8550b8e9,1350000000.0,275.0,4,5,,2,COUNTRY,5,ENTRE 10 Y 20 ANOS,USADO,8000000.0,1,USAQUEN,0,0
66d86cc9ceda690e8550b8f9,570000000.0,72.0,1,2,980000,2,SANTA BARBARA,6,ENTRE 5 Y 10 ANOS,USADO,4700000.0,0,USAQUEN,0,0
66d86cc9ceda690e8550b900,4700000000.0,260.0,3,4,2136200,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,25000000.0,0,CHAPINERO,0,0
66d86cc9ceda690e8550b91a,2500000000.0,255.0,3,5,1500000,4,COUNTRY,6,ENTRE 0 Y 5 ANOS,USADO,14000000.0,1,USAQUEN,0,1
66d86ccaceda690e8550b92f,1900000000.0,255.0,4,5,1500000,3,COUNTRY,6,ENTRE 10 Y 20 ANOS,USADO,10000000.0,1,USAQUEN,0,0
66d86ccaceda690e8550b95f,2200000000.0,263.0,5,5,1214000,3,SALITRE MODELIA,5,ENTRE 5 Y 10 ANOS,USADO,13800000.0,0,FONTIBON,1,0
66d86ccaceda690e8550b982,2220000000.0,350.0,3,5,1880000,3,COUNTRY,6,ENTRE 0 Y 5 ANOS,USADO,12000000.0,1,USAQUEN,0,0
66d86ccaceda690e8550b98c,1800000000.0,243.0,3,3,1864000,3,CHICO,6,MAS DE 20 ANOS,USADO,12000000.0,0,CHAPINERO,0,0
66d86ccaceda690e8550b990,3300000000.0,272.0,3,5,2500000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,16000000.0,0,CHAPINERO,0,0
66d86ccbceda690e8550b9bb,850000000.0,100.0,3,2,1100000,2,,5,ENTRE 10 Y 20 ANOS,USADO,5500000.0,0,CHAPINERO,1,1
66d86ccbceda690e8550b9f3,1600000000.0,230.0,3,3,,2,CHICO,6,MAS DE 20 ANOS,USADO,9500000.0,0,CHAPINERO,0,1
66d86cccceda690e8550ba17,2650000000.0,300.0,4,5,2149999,4,CHICO,6,MAS DE 20 ANOS,USADO,12000000.0,0,CHAPINERO,0,1
66d86cccceda690e8550ba36,2600000000.0,330.0,3,5,3275000,3,CEDRITOS,6,ENTRE 10 Y 20 ANOS,USADO,12000000.0,0,USAQUEN,0,0
66d86cccceda690e8550ba66,2800000000.0,470.0,4,5,1300000,4,GUAYMARAL,6,ENTRE 5 Y 10 ANOS,USADO,10000000.0,1,SUBA,0,0
66d86ccdceda690e8550ba78,4500000000.0,310.0,4,5,1580000,4,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,22000000.0,1,CHAPINERO,0,0
66d86ccdceda690e8550ba9f,1600000000.0,150.0,3,4,1000000,2,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,7000000.0,1,CHAPINERO,0,0
66d86ccdceda690e8550baa5,1200000000.0,180.0,3,5,970000,2,CEDRITOS,6,ENTRE 5 Y 10 ANOS,USADO,6500000.0,1,USAQUEN,0,0
66d86ccdceda690e8550baa6,1750000000.0,214.0,3,5,1120000,3,CHICO,6,REMODELADO,USADO,7400000.0,1,CHAPINERO,0,0
66d86cceceda690e8550bb04,2300000000.0,330.0,3,5,1200000,3,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,12000000.0,1,CHAPINERO,0,0
66d86cceceda690e8550bb0d,5800000000.0,477.0,4,5,4200000,4,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,35000000.0,1,CHAPINERO,0,0
66d86cceceda690e8550bb11,2200000000.0,220.0,3,5,1000000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,11000000.0,1,CHAPINERO,0,0
66d86cceceda690e8550bb2c,1959000000.0,234.06,3,5,1290000,3,COUNTRY,6,ENTRE 5 Y 10 ANOS,USADO,11000000.0,1,USAQUEN,0,0
66d86cceceda690e8550bb2d,1800000000.0,182.0,2,4,,2,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,9500000.0,1,CHAPINERO,0,0
66d86cceceda690e8550bb30,3000000000.0,340.0,4,5,,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,17000000.0,1,CHAPINERO,0,0
66d86cceceda690e8550bb32,3200000000.0,256.0,3,5,2000000,4,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,15000000.0,1,CHAPINERO,0,1
66d86cceceda690e8550bb44,2800000000.0,253.0,3,5,1500000,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,12500000.0,1,CHAPINERO,0,0
66d86cceceda690e8550bb45,3900000000.0,268.0,3,5,1500000,3,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,20000000.0,1,CHAPINERO,0,0
66d86ccfceda690e8550bb55,1500000000.0,190.0,3,2,1100000,2,CHICO,6,ENTRE 5 Y 10 ANOS,USADO,6500000.0,1,CHAPINERO,0,0
66d86ccfceda690e8550bb62,2850000000.0,417.0,4,5,1800000,3,COUNTRY,6,MAS DE 20 ANOS,USADO,16000000.0,1,USAQUEN,0,0
66d86ccfceda690e8550bb6c,1950000000.0,248.0,3,5,1000000,3,CHICO,5,REMODELADO,USADO,7000000.0,0,CHAPINERO,0,0
66d86ccfceda690e8550bb8d,2000000000.0,153.0,2,4,700000,3,CHICO,5,ENTRE 0 Y 5 ANOS,USADO,10000000.0,1,CHAPINERO,0,1
66d86ccfceda690e8550bb98,3200000000.0,256.0,3,5,2300000,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,15000000.0,1,CHAPINERO,0,1
66d86ccfceda690e8550bba7,250000000.0,64.0,3,2,,1,CEDRITOS,3,MAS DE 20 ANOS,USADO,1650000.0,1,USAQUEN,0,1
66d86cd0ceda690e8550bbc6,2200000000.0,312.0,4,5,1260000000,4,COUNTRY,3,ENTRE 10 Y 20 ANOS,USADO,11000000.0,1,USAQUEN,0,0
66d86cd0ceda690e8550bbe4,4900000000.0,369.0,4,5,2800000,4,CHICO,6,ENTRE 0 Y 5 ANOS,USADO,22000000.0,1,CHAPINERO,0,0
66d86cd2ceda690e8550bc96,1200000000.0,171.21,3,4,923000,2,CHICO,6,MAS DE 20 ANOS,USADO,6200000.0,0,CHAPINERO,0,0
66d86cd2ceda690e8550bcd6,1250000000.0,130.0,3,4,700000,2,CHICO,6,ENTRE 10 Y 20 ANOS,USADO,4300000.0,1,CHAPINERO,0,1
66d86cd2ceda690e8550bcde,2300000000.0,260.0,3,5,1200000,3,COUNTRY,6,ENTRE 10 Y 20 ANOS,USADO,12000000.0,1,USAQUEN,0,0
66d86cd2ceda690e8550bce8,2300000000.0,230.0,3,5,1100000,3,CHICO,6,REMODELADO,USADO,11500000.0,0,CHAPINERO,0,0
